id	gold_label	gold_label_subtype
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_44_1	reader-information	meta-information
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_44_2	reader-information	castlist
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_45_0	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_45_1	reader-information	meta-information
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_45_2	reader-information	castlist
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_46_0	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_46_1	reader-information	meta-information
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_47_0	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_47_2	reader-information	castlist
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_48_0	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_48_1	reader-information	meta-information
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_49_0	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_49_1	reader-information	meta-information
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_49_2	reader-information	castlist
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_51_2	reader-information	castlist
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_51_3	reader-information	editorial
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_52_1	reader-information	editorial
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_52_2	reader-information	preview
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_0	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_1	cover-image	none
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_2	reader-information	editorial
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_4	reader-information	meta-information
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_5	reader-information	advertisement
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_6	reader-information	advertisement
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_7	reader-information	advertisement
000730_Perry_Rhodan-Paket_2__Atlan_und_-_Perry_Rhodan_Redaktion.json_53_8	imprint	none
000757_Rauenstein_Die-Welt-der-Hedwig-Courths-Ma_9783751729352.json_0_1	toc	none
000757_Rauenstein_Die-Welt-der-Hedwig-Courths-Ma_9783751729352.json_0_3	reader-information	preview
000757_Rauenstein_Die-Welt-der-Hedwig-Courths-Ma_9783751729352.json_0_4	feedback	none
000798_Seefelder_Alpengold-355_9783751716932.json_0_3	reader-information	preview
000798_Seefelder_Alpengold-355_9783751716932.json_0_5	imprint	none
000807_Sinclair_Tiffany-Extra-Hot-_-Sexy-Band-_9783733753870.json_5_1	chapter	none
000807_Sinclair_Tiffany-Extra-Hot-_-Sexy-Band-_9783733753870.json_6_0	unknown	none
000807_Sinclair_Tiffany-Extra-Hot-_-Sexy-Band-_9783733753870.json_7_0	title-page	none
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_5_0	toc	none
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_5_3	reader-information	preview
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_6_3	reader-information	preview
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_6_4	feedback	none
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_7_0	toc	none
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_7_1	chapter	none
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_7_3	reader-information	preview
000817_Slade_Lassiter-Sammelband-1793---Wes_9783732562299.json_7_4	feedback	none
000845_Thanneck_Fuersten-Roman-2591_9783732590735.json_0_4	reader-information	preview
000845_Thanneck_Fuersten-Roman-2591_9783732590735.json_0_5	title-page	none
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_1	toc	none
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_3	reader-information	meta-information
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_10	unknown	none
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_11	reader-information	preview
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_12	reader-information	advertisement
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_13	title-page	none
000879_Vlcek_Dorian-Hunter-19---Horror-Seri_9783732580606.json_0_14	reader-information	advertisement
000884_Vlcek_Dorian-Hunter-34---Horror-Seri_9783732590957.json_0_1	toc	none
000884_Vlcek_Dorian-Hunter-34---Horror-Seri_9783732590957.json_0_2	imprint	none
000884_Vlcek_Dorian-Hunter-34---Horror-Seri_9783732590957.json_0_3	reader-information	meta-information
000884_Vlcek_Dorian-Hunter-34---Horror-Seri_9783732590957.json_0_11	reader-information	preview
000884_Vlcek_Dorian-Hunter-34---Horror-Seri_9783732590957.json_0_14	reader-information	advertisement
000898_Wallner_Alpengold-165_9783838756103.json_0_1	toc	none
000898_Wallner_Alpengold-165_9783838756103.json_0_5	reader-information	preview
000898_Wallner_Alpengold-165_9783838756103.json_0_6	feedback	none
000898_Wallner_Alpengold-165_9783838756103.json_0_7	reader-information	advertisement
000941_Zybell_Maddrax-306_9783838713533.json_0_0	cover-image	none
000941_Zybell_Maddrax-306_9783838713533.json_0_1	toc	none
000941_Zybell_Maddrax-306_9783838713533.json_0_7	reader-information	met-information
000941_Zybell_Maddrax-306_9783838713533.json_0_10	feedback	none
