timestamp,chunk_id,status,strategy,wrapped_div,error_message
2026-01-19T17:12:18.997305,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part12,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.042015,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part13,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.083393,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part14,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.125049,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part15,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.171467,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part16,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.219308,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part17,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.260939,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part18,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.300908,000533_Kufsteiner_Das-Berghotel-112_9783732528110_05_part19,Error,implicit_chapter_stars,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.341260,000533_Kufsteiner_Das-Berghotel-112_9783732528110_06,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.382828,000533_Kufsteiner_Das-Berghotel-112_9783732528110_07,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.423644,000533_Kufsteiner_Das-Berghotel-112_9783732528110_08,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.471256,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_01",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.513437,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_02",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.558307,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_03",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.600627,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_04",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.645065,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_01",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.684292,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_02",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.726075,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_03",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.764978,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_04",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.811807,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_05",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.852872,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_06",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.893914,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_07",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.933005,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_08",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:19.973569,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_09",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.014726,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_10",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.060230,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_11",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.103663,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_12",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.157878,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_13",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.200120,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_14",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.244438,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_15",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.289632,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_05_16",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.333760,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_01",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.382459,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_02",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.440186,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_03",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.480166,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_04",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.522427,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_05",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.562846,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_06",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.603503,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_07",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.645254,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_08",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.683729,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_09",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.722742,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_10",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.763669,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_11",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.804418,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_06_12",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.849027,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_01",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.902812,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_02",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.952298,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_03",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:20.991543,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_04",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.033539,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_05",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.075453,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_06",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.117627,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_07",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.157818,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_08",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.197674,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_09",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.238434,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_10",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.280057,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_11",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.319366,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_12",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.363029,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_13",Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.407312,"000044_COLLECTION_BACCARA_BAND_362_-_Maureen_Smith,_Jennifer_Greene,_Andrea_Lau_07_14",Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.446962,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_01,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.488770,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_02,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.546641,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_03,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.586367,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_04,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.624293,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_05,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.664936,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_06,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.720544,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_07,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.764119,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_08,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.812349,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_09,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.852683,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_10,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.895026,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_11,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.931960,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_12,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:21.979793,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_13,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.017953,000871_Vlcek_Das-Haus-Zamis-3_9783751705271_14,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.056207,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_01,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.095924,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_02,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.134918,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_03,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.171802,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_04,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.209952,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_05,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.253120,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_06,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.294049,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_07,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.335434,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_08,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.378835,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_09,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.422851,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_10,Error,explicit_chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.460337,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_11,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.497528,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_12,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
2026-01-19T17:12:22.534490,000887_Vlcek_Dorian-Hunter-46---Horror-Seri_9783732597987_13,Error,non-chapter,None,"Error code: 404 - {'error': {'message': 'No endpoints found matching your data policy (Free model publication). Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
